AT ID/ LC ID,ATiM Patient ID,ATiM Consent ID,Anatomic Source From Mouse,Consent Study,Sample Type,Processing Type,Processing Date,Transplant Name,Created By,Date Created,Stock Status,Position In Box,Legacy Information (Colossus ID),Mouse of Origin,Replicate Number,Additional Notes,Passage,Colossus Notes,Found In Inventory
50700-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21121,fkabeer@bccrc.ca,2020-06-10 1:55,in stock,D3,SA919X5XB02054,X0847,1,,5,,FALSE
50701-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21121,fkabeer@bccrc.ca,2020-06-10 1:56,in stock,D4,SA919X5XB02054,X0847,1,,5,,FALSE
50702-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21121,fkabeer@bccrc.ca,2020-06-10 1:56,in stock,D5,SA919X5XB02054,X0847,1,,5,,FALSE
50703-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21121,fkabeer@bccrc.ca,2020-06-10 1:56,in stock,D6,SA919X5XB02054,X0847,1,,5,,FALSE
50704-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21121,fkabeer@bccrc.ca,2020-06-10 1:56,in stock,D7,SA919X5XB02054,X0847,1,,5,,FALSE
50876-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,2043-06-03 12:00,X0847-21121,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,G7,SA919X5XB02054,X0847,1,,5,,FALSE
50758-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:56,in stock,C2,SA919X5XB02055,X0847,2,,5,,FALSE
50759-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C3,SA919X5XB02055,X0847,2,,5,,FALSE
50760-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C4,SA919X5XB02055,X0847,2,,5,,FALSE
50761-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C5,SA919X5XB02055,X0847,2,,5,,FALSE
50762-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C6,SA919X5XB02055,X0847,2,,5,,FALSE
50763-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C7,SA919X5XB02055,X0847,2,,5,,FALSE
50764-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C8,SA919X5XB02055,X0847,2,,5,,FALSE
50765-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122,fkabeer@bccrc.ca,2020-06-10 1:57,in stock,C9,SA919X5XB02055,X0847,2,,5,,FALSE
52540-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS WITH STOMACHER,2018-05-04 12:00,X0847-21111,peirew@bccrc.ca,2020-06-10 2:28,in stock,E5,SA919X5XB02139,X0847,1,,5,,FALSE
52542-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2018-05-04 12:00,X0847-21111,peirew@bccrc.ca,2020-06-10 2:28,in stock,"E7,E8",SA919X5XB02139,X0847,1,,5,,FALSE
52543-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER,2018-05-04 12:00,X0847-21111,peirew@bccrc.ca,2020-06-10 2:28,in stock,E9,SA919X5XB02139,X0847,1,,5,,FALSE
52544-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-05-04 12:00,X0847-21111,peirew@bccrc.ca,2020-06-10 2:28,in stock,F1,SA919X5XB02139,X0847,1,,5,,FALSE
52735-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS WITH STOMACHER,2018-03-29 12:00,X0847-21112,peirew@bccrc.ca,2020-06-10 2:32,in stock,A2,SA919X5XB02140,X0847,2,,5,,FALSE
52745-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2018-03-29 12:00,X0847-21112,peirew@bccrc.ca,2020-06-10 2:32,in stock,"C1,C2",SA919X5XB02140,X0847,2,,5,,FALSE
52746-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER,2018-03-29 12:00,X0847-21112,peirew@bccrc.ca,2020-06-10 2:32,in stock,C3,SA919X5XB02140,X0847,2,,5,,FALSE
52747-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-03-29 12:00,X0847-21112,peirew@bccrc.ca,2020-06-10 2:32,in stock,C4,SA919X5XB02140,X0847,2,,5,,FALSE
53067-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2018-10-05 12:00,X0847-21113,peirew@bccrc.ca,2020-06-10 2:37,in stock,A5,SA919X5XB02141,X0847,3,,5,,FALSE
53068-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-10-05 12:00,X0847-21113,peirew@bccrc.ca,2020-06-10 2:37,in stock,A6,SA919X5XB02141,X0847,3,,5,,FALSE
53513-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS WITH STOMACHER,2018-03-01 12:00,X0847-21114,peirew@bccrc.ca,2020-06-10 2:45,in stock,G7,SA919X5XB02142,X0847,4,,5,,FALSE
53516-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2018-03-01 12:00,X0847-21114,peirew@bccrc.ca,2020-06-10 2:45,in stock,"H1,H2",SA919X5XB02142,X0847,4,,5,,FALSE
53517-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER,2018-03-01 12:00,X0847-21114,peirew@bccrc.ca,2020-06-10 2:45,in stock,H3,SA919X5XB02142,X0847,4,,5,,FALSE
53518-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-03-01 12:00,X0847-21114,peirew@bccrc.ca,2020-06-10 2:45,in stock,H4,SA919X5XB02142,X0847,4,,5,,FALSE
50849-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,D7,SA919X6XB02266,X0847,1,,6,,FALSE
50850-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,D8,SA919X6XB02266,X0847,1,,6,,FALSE
50851-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,D9,SA919X6XB02266,X0847,1,,6,,FALSE
50852-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,E1,SA919X6XB02266,X0847,1,,6,,FALSE
50853-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,E2,SA919X6XB02266,X0847,1,,6,,FALSE
50870-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,G1,SA919X6XB02266,X0847,1,,6,,FALSE
54722-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2018-03-12 12:00,X0847-211221,fkabeer@bccrc.ca,2020-06-10 3:07,in stock,I4,SA919X6XB02266,X0847,1,,6,,FALSE
51052-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,B4,SA919X6XB02267,X0847,2,,6,,FALSE
51053-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,B5,SA919X6XB02267,X0847,2,,6,,FALSE
51054-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,B6,SA919X6XB02267,X0847,2,,6,,FALSE
51055-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,B7,SA919X6XB02267,X0847,2,,6,,FALSE
51056-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,B8,SA919X6XB02267,X0847,2,,6,,FALSE
51057-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,B9,SA919X6XB02267,X0847,2,,6,,FALSE
51058-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,C1,SA919X6XB02267,X0847,2,,6,,FALSE
51059-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211222,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,C2,SA919X6XB02267,X0847,2,,6,,FALSE
50823-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,A8,SA919X6XB02269,X0847,4,,6,,FALSE
50824-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,A9,SA919X6XB02269,X0847,4,,6,,FALSE
50825-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,B1,SA919X6XB02269,X0847,4,,6,,FALSE
50826-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,B2,SA919X6XB02269,X0847,4,,6,,FALSE
50827-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,B3,SA919X6XB02269,X0847,4,,6,,FALSE
50828-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,B4,SA919X6XB02269,X0847,4,,6,,FALSE
50829-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,0000-00-00 12:00:00,X0847-211224,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,B5,SA919X6XB02269,X0847,4,,6,,FALSE
50830-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:58,in stock,B6,SA919X6XB02270,X0847,5,,6,,FALSE
50890-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I3,SA919X6XB02270,X0847,5,,6,,FALSE
50891-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I4,SA919X6XB02270,X0847,5,,6,,FALSE
50892-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I5,SA919X6XB02270,X0847,5,,6,,FALSE
50893-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I6,SA919X6XB02270,X0847,5,,6,,FALSE
50894-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I7,SA919X6XB02270,X0847,5,,6,,FALSE
50895-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I8,SA919X6XB02270,X0847,5,,6,,FALSE
50896-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 1:59,in stock,I9,SA919X6XB02270,X0847,5,,6,,FALSE
51039-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211225,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,I1,SA919X6XB02270,X0847,5,,6,,FALSE
51013-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211227,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,F2,SA919X6XB02272,X0847,7,,6,,FALSE
51014-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211227,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,F3,SA919X6XB02272,X0847,7,,6,,FALSE
51067-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,E8,SA919X6XB02274,X0847,9,,6,,FALSE
51068-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,E9,SA919X6XB02274,X0847,9,,6,,FALSE
51069-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,F1,SA919X6XB02274,X0847,9,,6,,FALSE
51070-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,F2,SA919X6XB02274,X0847,9,,6,,FALSE
51071-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,F3,SA919X6XB02274,X0847,9,,6,,FALSE
51072-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,F4,SA919X6XB02274,X0847,9,,6,,FALSE
51073-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-211229,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,F5,SA919X6XB02274,X0847,9,,6,,FALSE
51090-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,H4,SA919X6XB02275,X0847,A,,6,,FALSE
51091-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,H5,SA919X6XB02275,X0847,A,,6,,FALSE
51092-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,H6,SA919X6XB02275,X0847,A,,6,,FALSE
51093-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,H7,SA919X6XB02275,X0847,A,,6,,FALSE
51094-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,H8,SA919X6XB02275,X0847,A,,6,,FALSE
51095-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,H9,SA919X6XB02275,X0847,A,,6,,FALSE
51096-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:02,in stock,I1,SA919X6XB02275,X0847,A,,6,,FALSE
51097-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:03,in stock,I2,SA919X6XB02275,X0847,A,,6,,FALSE
51098-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-21122A,fkabeer@bccrc.ca,2020-06-10 2:03,in stock,I3,SA919X6XB02275,X0847,A,,6,,FALSE
50988-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122B,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,C1,SA919X6XB02276,X0847,B,,6,,FALSE
50989-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122B,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,C2,SA919X6XB02276,X0847,B,,6,,FALSE
50990-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122B,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,C3,SA919X6XB02276,X0847,B,,6,,FALSE
50991-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0847-21122B,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,C4,SA919X6XB02276,X0847,B,,6,,FALSE
50992-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0847-21122B,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,C5,SA919X6XB02276,X0847,B,,6,,FALSE
50993-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0847-21122B,fkabeer@bccrc.ca,2020-06-10 2:01,in stock,C6,SA919X6XB02276,X0847,B,,6,,FALSE
51610-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,in stock,C5,SA919X7XB02487,X0847,1,,7,,TRUE
51611-BB,CID0002432,PBC0000847,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,in stock,C6,SA919X7XB02487,X0847,1,,7,,TRUE
51614-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,in stock,C9,SA919X7XB02487,X0847,1,,7,,TRUE
51615-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51616-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51617-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51618-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51619-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51620-BB,CID0002432,PBC0000847,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-07-23 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:12,in stock,D6,SA919X7XB02487,X0847,1,,7,,TRUE
51839-BB,CID0002432,PBC0000847,Brain,,Tissue,FF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B2,SA919X7XB02487,X0847,1,,7,,TRUE
51840-BB,CID0002432,PBC0000847,Lung,,Tissue,FF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B3,SA919X7XB02487,X0847,1,,7,,TRUE
51841-BB,CID0002432,PBC0000847,Liver,,Tissue,FF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B4,SA919X7XB02487,X0847,1,,7,,TRUE
51842-BB,CID0002432,PBC0000847,Lumbar mets,,Tissue,FF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B5,SA919X7XB02487,X0847,1,,7,,TRUE
51843-BB,CID0002432,PBC0000847,Cervical mets,,Tissue,FF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B6,SA919X7XB02487,X0847,1,,7,,TRUE
51844-BB,CID0002432,PBC0000847,Brain,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B7,SA919X7XB02487,X0847,1,,7,,TRUE
51845-BB,CID0002432,PBC0000847,Liver,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B8,SA919X7XB02487,X0847,1,,7,,TRUE
51846-BB,CID0002432,PBC0000847,Lung,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,in stock,B9,SA919X7XB02487,X0847,1,,7,,TRUE
51847-BB,CID0002432,PBC0000847,Cervical mets,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51848-BB,CID0002432,PBC0000847,Lumbar mets,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:16,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51905-BB,CID0002432,PBC0000847,Cervical mets,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:17,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
51906-BB,CID0002432,PBC0000847,Lumbar mets,,Tissue,VF scalpel organoids and tissue fragments with stomacher,2018-10-04 12:00,X0847-2112251,hwlee@bccrc.ca,2020-06-10 2:17,out of stock,,SA919X7XB02487,X0847,1,,7,,TRUE
58686-BB,CID0002432,PBC0000847,,,Tissue,,0000-00-00 00:00:00,X0847-2112251,bpotvin@bccrc.ca,2021-06-09 14:45,out of stock,,SA919X7XB05691,X0847,1,,7,,TRUE
58687-BB,CID0002432,PBC0000847,,,Tissue,,0000-00-00 00:00:00,X0847-2112251,bpotvin@bccrc.ca,2021-06-09 14:45,out of stock,,SA919X7XB05692,X0847,1,,7,,TRUE
58688-BB,CID0002432,PBC0000847,,,Tissue,,0000-00-00 00:00:00,X0847-2112251,bpotvin@bccrc.ca,2021-06-09 14:45,out of stock,,SA919X7XB05402,X0847,1,,7,primary LC Sample UID: 58688-BB / Patient UID: CID0002432,TRUE
51588-BB,CID0002432,PBC0000847,,,Tissue,FF TISSUE SLICE,2018-06-26 12:00,X0847-2112252,hwlee@bccrc.ca,2020-06-10 2:11,in stock,A1,SA919X7XB02488,X0847,2,,7,,TRUE
