ens_gene_id,symbol,chr,tagwise_dispersion,gene_type
ENSG00000157557,ETS2,21,0.132,trans
ENSG00000157570,TSPAN18,11,0.338,trans
ENSG00000157578,LCA5L,21,0.139,trans
ENSG00000157593,SLC35B2,6,0.208,trans
ENSG00000157600,TMEM164,X,0.297,trans
ENSG00000157601,MX1,21,0.278,trans
ENSG00000157613,CREB3L1,11,1.101,trans
ENSG00000157617,C2CD2,21,0.199,trans
ENSG00000157625,TAB3,X,0.206,trans
ENSG00000157637,SLC38A10,17,0.156,trans
ENSG00000157653,C9orf43,9,0.32,trans
ENSG00000157654,PALM2AKAP2,9,0.813,trans
ENSG00000157657,ZNF618,9,0.226,trans
ENSG00000157680,DGKI,7,0.26,trans
ENSG00000157693,TMEM268,9,0.213,trans
ENSG00000157703,SVOPL,7,0.169,trans
ENSG00000157734,SNX22,15,0.199,trans
ENSG00000157741,UBN2,7,0.19,trans
ENSG00000157764,BRAF,7,0.117,trans
ENSG00000157765,SLC34A2,4,0.157,trans
ENSG00000157766,ACAN,15,0.275,trans
ENSG00000157778,PSMG3,7,0.117,trans
ENSG00000157782,CABP1,12,0.551,trans
ENSG00000157796,WDR19,4,0.244,trans
ENSG00000157800,SLC37A3,7,0.159,trans
ENSG00000157823,AP3S2,15,0.172,trans
ENSG00000157827,FMNL2,2,0.214,trans
ENSG00000157833,GAREM2,2,0.176,trans
ENSG00000157837,SPPL3,12,0.207,trans
ENSG00000157851,DPYSL5,2,0.611,trans
ENSG00000157869,RAB28,4,0.138,trans
ENSG00000157870,PRXL2B,1,0.109,trans
ENSG00000157873,TNFRSF14,1,0.115,trans
ENSG00000157881,PANK4,1,0.656,trans
ENSG00000157890,MEGF11,15,0.364,trans
ENSG00000157895,C12orf43,12,0.146,trans
ENSG00000157911,PEX10,1,0.104,trans
ENSG00000157916,RER1,1,0.137,trans
ENSG00000157927,RADIL,7,0.411,trans
ENSG00000157933,SKI,1,0.122,trans
ENSG00000157954,WIPI2,7,0.167,trans
ENSG00000157978,LDLRAP1,1,0.203,trans
ENSG00000157985,AGAP1,2,0.213,trans
ENSG00000157992,KRTCAP3,2,0.1,trans
ENSG00000157999,ANKRD61,7,0.465,trans
ENSG00000158006,PAFAH2,1,0.176,trans
ENSG00000158014,SLC30A2,1,0.203,trans
ENSG00000158019,BABAM2,2,0.1,trans
ENSG00000158022,TRIM63,1,3.451,trans
ENSG00000158023,CFAP251,12,0.353,trans
ENSG00000158042,MRPL17,11,0.108,trans
ENSG00000158050,DUSP2,2,0.156,trans
ENSG00000158055,GRHL3,1,0.659,trans
ENSG00000158062,UBXN11,1,0.192,trans
ENSG00000158079,PTPDC1,9,0.207,trans
ENSG00000158089,GALNT14,2,0.549,trans
ENSG00000158092,NCK1,3,0.105,trans
ENSG00000158104,HPD,12,0.308,trans
ENSG00000158106,RHPN1,8,0.267,trans
ENSG00000158109,TPRG1L,1,0.109,trans
ENSG00000158113,LRRC43,12,0.571,trans
ENSG00000158122,PRXL2C,9,0.118,trans
ENSG00000158125,XDH,2,0.183,trans
ENSG00000158156,XKR8,1,0.317,trans
ENSG00000158158,CNNM4,2,0.249,trans
ENSG00000158161,EYA3,1,0.16,trans
ENSG00000158163,DZIP1L,3,0.369,trans
ENSG00000158164,TMSB15A,X,0.173,trans
ENSG00000158169,FANCC,9,0.252,trans
ENSG00000158186,MRAS,3,0.164,trans
ENSG00000158195,WASF2,1,5.429,trans
ENSG00000158201,ABHD3,18,0.154,trans
ENSG00000158220,ESYT3,3,0.343,trans
ENSG00000158234,FAIM,3,0.182,trans
ENSG00000158246,TENT5B,1,0.131,trans
ENSG00000158258,CLSTN2,3,0.479,trans
ENSG00000158270,COLEC12,18,0.302,trans
ENSG00000158286,RNF207,1,0.412,trans
ENSG00000158290,CUL4B,X,0.159,trans
ENSG00000158292,GPR153,1,0.196,trans
ENSG00000158296,SLC13A3,20,0.237,trans
ENSG00000158301,GPRASP2,X,0.283,trans
ENSG00000158315,RHBDL2,1,0.129,trans
ENSG00000158321,AUTS2,7,0.114,trans
ENSG00000158352,SHROOM4,X,0.517,trans
ENSG00000158373,H2BC5,6,0.116,trans
ENSG00000158402,CDC25C,5,0.147,trans
ENSG00000158406,H4C8,6,4.599,trans
ENSG00000158411,MITD1,2,0.175,trans
ENSG00000158417,EIF5B,2,0.094,trans
ENSG00000158423,RIBC1,X,0.243,trans
ENSG00000158427,TMSB15B,X,0.167,trans
ENSG00000158428,CATIP,2,0.34,trans
ENSG00000158435,CNOT11,2,0.165,trans
ENSG00000158445,KCNB1,20,0.55,trans
ENSG00000158458,NRG2,5,0.159,trans
ENSG00000158467,AHCYL2,7,0.38,trans
ENSG00000158470,B4GALT5,20,0.207,trans
ENSG00000158480,SPATA2,20,0.2,trans
ENSG00000158483,FAM86C1P,11,0.1,trans
ENSG00000158486,DNAH3,16,3.122,trans
ENSG00000158516,CPA2,7,0.254,trans
ENSG00000158517,NCF1,7,0.205,trans
ENSG00000158526,TSR2,X,0.403,trans
ENSG00000158528,PPP1R9A,7,0.192,trans
ENSG00000158545,ZC3H18,16,0.146,trans
ENSG00000158552,ZFAND2B,2,0.161,trans
ENSG00000158555,GDPD5,11,0.204,trans
ENSG00000158560,DYNC1I1,7,0.219,trans
ENSG00000158571,PFKFB1,X,0.266,trans
ENSG00000158578,ALAS2,X,1.535,trans
ENSG00000158604,TMED4,7,0.193,trans
ENSG00000158615,PPP1R15B,1,0.22,trans
ENSG00000158623,COPG2,7,0.308,trans
ENSG00000158636,EMSY,11,0.159,trans
ENSG00000158669,GPAT4,8,0.2,trans
ENSG00000158683,PKD1L1,7,0.395,trans
ENSG00000158691,ZSCAN12,6,0.224,trans
ENSG00000158710,TAGLN2,1,0.129,trans
ENSG00000158711,ELK4,1,0.175,trans
ENSG00000158714,SLAMF8,1,2.888,trans
ENSG00000158715,SLC45A3,1,0.187,trans
ENSG00000158716,DUSP23,1,0.105,trans
ENSG00000158717,RNF166,16,0.22,trans
ENSG00000158747,NBL1,1,0.116,trans
ENSG00000158748,HTR6,1,0.699,trans
ENSG00000158769,F11R,1,0.24,trans
ENSG00000158773,USF1,1,0.211,trans
ENSG00000158792,SPATA2L,16,0.103,trans
ENSG00000158793,NIT1,1,0.114,trans
ENSG00000158796,DEDD,1,0.168,trans
ENSG00000158805,ZNF276,16,0.255,trans
ENSG00000158806,NPM2,8,0.154,trans
ENSG00000158813,EDA,X,0.305,trans
ENSG00000158815,FGF17,8,0.499,trans
ENSG00000158816,VWA5B1,1,0.218,trans
ENSG00000158825,CDA,1,0.72,trans
ENSG00000158828,PINK1,1,0.125,trans
ENSG00000158850,B4GALT3,1,0.198,trans
ENSG00000158856,DMTN,8,0.13,trans
ENSG00000158859,ADAMTS4,1,0.18,trans
ENSG00000158863,FHIP2B,8,0.26,trans
ENSG00000158864,NDUFS2,1,0.224,trans
ENSG00000158865,SLC5A11,16,0.366,trans
ENSG00000158869,FCER1G,1,0.262,trans
ENSG00000158874,APOA2,1,0.308,trans
ENSG00000158882,TOMM40L,1,0.165,trans
ENSG00000158887,MPZ,1,1.007,trans
ENSG00000158901,WFDC8,20,0.579,trans
ENSG00000158941,CCAR2,8,0.2,trans
ENSG00000158955,WNT9B,17,0.317,trans
ENSG00000158966,CACHD1,1,2.657,trans
ENSG00000158985,CDC42SE2,5,0.13,trans
ENSG00000158987,RAPGEF6,5,0.196,trans
ENSG00000159023,EPB41,1,0.219,trans
ENSG00000159055,MIS18A,21,0.112,trans
ENSG00000159063,ALG8,11,0.098,trans
ENSG00000159069,FBXW5,9,0.134,trans
ENSG00000159079,CFAP298,21,0.124,trans
ENSG00000159082,SYNJ1,21,0.197,trans
ENSG00000159086,PAXBP1,21,0.188,trans
ENSG00000159110,IFNAR2,21,0.146,trans
ENSG00000159111,MRPL10,17,0.143,trans
ENSG00000159128,IFNGR2,21,0.226,trans
ENSG00000159131,GART,21,0.279,trans
ENSG00000159140,SON,21,0.189,trans
ENSG00000159147,DONSON,21,0.136,trans
ENSG00000159164,SV2A,1,0.265,trans
ENSG00000159166,LAD1,1,0.143,trans
ENSG00000159167,STC1,8,0.545,trans
ENSG00000159173,TNNI1,1,0.219,trans
ENSG00000159176,CSRP1,1,0.145,trans
ENSG00000159184,HOXB13,17,0.134,trans
ENSG00000159197,KCNE2,21,0.247,trans
ENSG00000159199,ATP5MC1,17,0.107,trans
ENSG00000159200,RCAN1,21,0.14,trans
ENSG00000159202,UBE2Z,17,0.22,trans
ENSG00000159208,CIART,1,0.209,trans
ENSG00000159210,SNF8,17,0.167,trans
ENSG00000159212,CLIC6,21,0.11,trans
ENSG00000159214,CCDC24,1,0.124,trans
ENSG00000159216,RUNX1,21,0.177,trans
ENSG00000159217,IGF2BP1,17,0.537,trans
ENSG00000159228,CBR1,21,0.09,trans
ENSG00000159231,CBR3,21,0.123,trans
ENSG00000159239,"",2,0.758,trans
ENSG00000159251,ACTC1,15,3.009,trans
ENSG00000159256,MORC3,21,0.138,trans
ENSG00000159259,CHAF1B,21,0.167,trans
ENSG00000159263,SIM2,21,0.153,trans
ENSG00000159267,HLCS,21,0.24,trans
ENSG00000159289,GOLGA6A,15,0.344,trans
ENSG00000159307,SCUBE1,22,0.34,trans
ENSG00000159314,ARHGAP27,17,0.433,trans
ENSG00000159322,ADPGK,15,0.146,trans
ENSG00000159335,PTMS,12,0.085,trans
ENSG00000159337,PLA2G4D,15,0.537,trans
ENSG00000159346,ADIPOR1,1,0.205,trans
ENSG00000159348,CYB5R1,1,0.204,trans
ENSG00000159352,PSMD4,1,0.12,trans
ENSG00000159363,ATP13A2,1,0.123,trans
ENSG00000159374,M1AP,2,0.129,trans
ENSG00000159377,PSMB4,1,0.121,trans
ENSG00000159387,IRX6,16,0.263,trans
ENSG00000159388,BTG2,1,0.192,trans
ENSG00000159399,HK2,2,0.335,trans
ENSG00000159403,C1R,12,0.278,trans
ENSG00000159423,ALDH4A1,1,0.265,trans
ENSG00000159433,STARD9,15,0.522,trans
ENSG00000159445,THEM4,1,0.165,trans
ENSG00000159450,TCHH,1,0.543,trans
ENSG00000159459,UBR1,15,0.196,trans
ENSG00000159461,AMFR,16,0.134,trans
ENSG00000159479,MED8,1,0.108,trans
ENSG00000159495,TGM7,15,0.425,trans
ENSG00000159496,RGL4,22,0.221,trans
ENSG00000159579,RSPRY1,16,0.151,trans
ENSG00000159588,CCDC17,1,0.469,trans
ENSG00000159592,GPBP1L1,1,0.142,trans
ENSG00000159593,NAE1,16,0.189,trans
ENSG00000159596,TMEM69,1,0.098,trans
ENSG00000159618,ADGRG5,16,0.387,trans
ENSG00000159640,ACE,17,0.153,trans
ENSG00000159650,UROC1,3,0.256,trans
ENSG00000159658,EFCAB14,1,0.217,trans
ENSG00000159674,SPON2,4,0.172,trans
ENSG00000159685,CHCHD6,3,0.203,trans
ENSG00000159692,CTBP1,4,0.127,trans
ENSG00000159708,LRRC36,16,0.234,trans
ENSG00000159713,TPPP3,16,0.761,trans
ENSG00000159714,ZDHHC1,16,0.085,trans
ENSG00000159720,ATP6V0D1,16,0.158,trans
ENSG00000159733,ZFYVE28,4,0.228,trans
ENSG00000159753,CARMIL2,16,0.399,trans
ENSG00000159761,C16orf86,16,0.26,trans
ENSG00000159763,PIP,7,0.577,trans
ENSG00000159784,FAM131B,7,0.252,trans
ENSG00000159788,RGS12,4,0.32,trans
ENSG00000159792,PSKH1,16,0.196,trans
ENSG00000159840,ZYX,7,0.094,trans
ENSG00000159842,ABR,17,0.778,trans
ENSG00000159871,LYPD5,19,0.343,trans
ENSG00000159873,CCDC117,22,0.16,trans
ENSG00000159882,ZNF230,19,0.181,trans
ENSG00000159884,CCDC107,9,0.083,trans
ENSG00000159885,ZNF222,19,0.259,trans
ENSG00000159899,NPR2,9,0.178,trans
ENSG00000159905,ZNF221,19,0.511,trans
ENSG00000159915,ZNF233,19,0.211,trans
ENSG00000159917,ZNF235,19,0.243,trans
ENSG00000159921,GNE,9,0.144,trans
ENSG00000159958,TNFRSF13C,22,0.68,trans
ENSG00000159961,OR3A3,17,2.26,trans
ENSG00000160007,ARHGAP35,19,0.242,trans
ENSG00000160013,PTGIR,19,1.084,trans
ENSG00000160014,CALM3,19,0.167,trans
ENSG00000160049,DFFA,1,0.127,trans
ENSG00000160050,CCDC28B,1,0.185,trans
ENSG00000160051,IQCC,1,0.305,trans
ENSG00000160055,TMEM234,1,0.168,trans
ENSG00000160058,BSDC1,1,0.169,trans
ENSG00000160062,ZBTB8A,1,0.137,trans
ENSG00000160072,ATAD3B,1,0.469,trans
ENSG00000160075,SSU72,1,0.116,trans
ENSG00000160087,UBE2J2,1,0.298,trans
ENSG00000160094,ZNF362,1,0.146,trans
ENSG00000160097,FNDC5,1,0.351,trans
ENSG00000160111,CPAMD8,19,0.116,trans
ENSG00000160113,NR2F6,19,0.083,trans
ENSG00000160117,ANKLE1,19,0.284,trans
ENSG00000160124,MIX23,3,0.15,trans
ENSG00000160131,VMA21,X,0.11,trans
ENSG00000160145,KALRN,3,0.306,trans
ENSG00000160161,CILP2,19,0.206,trans
ENSG00000160179,ABCG1,21,0.193,trans
ENSG00000160183,TMPRSS3,21,0.085,trans
ENSG00000160188,RSPH1,21,0.213,trans
ENSG00000160190,SLC37A1,21,0.195,trans
ENSG00000160191,PDE9A,21,0.162,trans
ENSG00000160193,WDR4,21,0.297,trans
ENSG00000160194,NDUFV3,21,0.118,trans
ENSG00000160199,PKNOX1,21,0.124,trans
ENSG00000160200,CBS,21,0.58,trans
ENSG00000160201,U2AF1,21,0.266,trans
ENSG00000160207,HSF2BP,21,0.303,trans
ENSG00000160208,RRP1B,21,0.252,trans
ENSG00000160209,PDXK,21,0.185,trans
ENSG00000160211,G6PD,X,0.088,trans
ENSG00000160213,CSTB,21,0.137,trans
ENSG00000160214,RRP1,21,0.137,trans
ENSG00000160216,AGPAT3,21,0.232,trans
ENSG00000160218,TRAPPC10,21,0.238,trans
ENSG00000160219,GAB3,X,0.311,trans
ENSG00000160221,GATD3,21,0.089,trans
ENSG00000160223,ICOSLG,21,0.097,trans
ENSG00000160226,CFAP410,21,0.238,trans
ENSG00000160229,ZNF66,19,0.547,trans
ENSG00000160233,LRRC3,21,0.888,trans
ENSG00000160255,ITGB2,21,0.125,trans
ENSG00000160256,SLX9,21,0.197,trans
ENSG00000160271,RALGDS,9,0.137,trans
ENSG00000160282,FTCD,21,0.333,trans
ENSG00000160284,SPATC1L,21,0.188,trans
ENSG00000160285,LSS,21,0.276,trans
ENSG00000160293,VAV2,9,0.257,trans
ENSG00000160294,MCM3AP,21,0.324,trans
ENSG00000160298,C21orf58,21,0.257,trans
ENSG00000160299,PCNT,21,0.281,trans
ENSG00000160305,DIP2A,21,0.285,trans
ENSG00000160307,S100B,21,0.106,trans
ENSG00000160310,PRMT2,21,0.218,trans
ENSG00000160318,CLDND2,19,0.805,trans
ENSG00000160321,ZNF208,19,0.679,trans
ENSG00000160323,ADAMTS13,9,0.178,trans
ENSG00000160325,CACFD1,9,0.071,trans
ENSG00000160326,SLC2A6,9,0.361,trans
ENSG00000160345,PIERCE1,9,0.157,trans
ENSG00000160352,ZNF714,19,0.347,trans
ENSG00000160360,GPSM1,9,0.193,trans
ENSG00000160392,C19orf47,19,0.118,trans
ENSG00000160401,CFAP157,9,0.299,trans
ENSG00000160404,TOR2A,9,0.106,trans
ENSG00000160408,ST6GALNAC6,9,0.148,trans
ENSG00000160410,SHKBP1,19,0.095,trans
ENSG00000160439,RDH13,19,0.164,trans
ENSG00000160445,ZER1,9,0.111,trans
ENSG00000160446,ZDHHC12,9,0.09,trans
ENSG00000160447,PKN3,9,0.197,trans
ENSG00000160460,SPTBN4,19,0.322,trans
ENSG00000160469,BRSK1,19,0.262,trans
ENSG00000160471,COX6B2,19,0.325,trans
ENSG00000160472,TMEM190,19,0.408,trans
ENSG00000160539,PLPP7,9,1.441,trans
ENSG00000160551,TAOK1,17,0.189,trans
ENSG00000160563,MED27,9,0.122,trans
ENSG00000160570,DEDD2,19,0.083,trans
ENSG00000160584,SIK3,11,0.352,trans
ENSG00000160588,MPZL3,11,0.144,trans
ENSG00000160602,NEK8,17,0.233,trans
ENSG00000160606,TLCD1,17,0.095,trans
ENSG00000160613,PCSK7,11,0.222,trans
ENSG00000160633,SAFB,19,0.27,trans
ENSG00000160654,CD3G,11,0.269,trans
ENSG00000160678,S100A1,1,0.137,trans
ENSG00000160679,CHTOP,1,0.18,trans
ENSG00000160683,CXCR5,11,1.763,trans
ENSG00000160685,ZBTB7B,1,0.2,trans
ENSG00000160688,FLAD1,1,0.151,trans
ENSG00000160691,SHC1,1,0.253,trans
ENSG00000160703,NLRX1,11,0.157,trans
ENSG00000160710,ADAR,1,0.268,trans
ENSG00000160712,IL6R,1,0.106,trans
ENSG00000160714,UBE2Q1,1,0.113,trans
ENSG00000160716,CHRNB2,1,0.503,trans
ENSG00000160741,CRTC2,1,0.124,trans
ENSG00000160746,ANO10,3,0.097,trans
ENSG00000160752,FDPS,1,0.203,trans
ENSG00000160753,RUSC1,1,0.13,trans
ENSG00000160767,ENTREP3,1,0.108,trans
ENSG00000160781,PAQR6,1,0.258,trans
ENSG00000160783,PMF1,1,0.107,trans
ENSG00000160785,SLC25A44,1,0.258,trans
ENSG00000160789,LMNA,1,0.116,trans
ENSG00000160791,CCR5,3,0.203,trans
ENSG00000160796,NBEAL2,3,0.222,trans
ENSG00000160799,CCDC12,3,0.23,trans
ENSG00000160801,PTH1R,3,1.079,trans
ENSG00000160803,UBQLN4,1,0.261,trans
ENSG00000160808,MYL3,3,2.707,trans
ENSG00000160813,PPP1R35,7,0.09,trans
ENSG00000160818,GPATCH4,1,0.093,trans
ENSG00000160856,FCRL3,1,3.206,trans
ENSG00000160862,AZGP1,7,0.097,trans
ENSG00000160867,FGFR4,5,0.22,trans
ENSG00000160877,NACC1,19,0.177,trans
ENSG00000160883,HK3,5,0.357,trans
ENSG00000160886,LY6K,8,0.197,trans
ENSG00000160888,IER2,19,0.142,trans
ENSG00000160908,ZNF394,7,0.087,trans
ENSG00000160917,CPSF4,7,0.214,trans
ENSG00000160932,LY6E,8,0.154,trans
ENSG00000160948,VPS28,8,1.064,trans
ENSG00000160949,TONSL,8,0.166,trans
ENSG00000160951,PTGER1,19,0.358,trans
ENSG00000160953,PWWP3A,19,0.144,trans
ENSG00000160957,RECQL4,8,0.779,trans
ENSG00000160959,LRRC14,8,0.169,trans
ENSG00000160961,ZNF333,19,0.191,trans
ENSG00000160963,COL26A1,7,0.344,trans
ENSG00000160972,PPP1R16A,8,0.135,trans
ENSG00000160973,FOXH1,8,0.34,trans
ENSG00000160991,ORAI2,7,0.169,trans
ENSG00000160993,ALKBH4,7,0.122,trans
ENSG00000160999,SH2B2,7,0.52,trans
ENSG00000161010,MRNIP,5,0.333,trans
ENSG00000161011,SQSTM1,5,0.71,trans
ENSG00000161013,MGAT4B,5,0.075,trans
ENSG00000161016,RPL8,8,0.087,trans
ENSG00000161021,MAML1,5,2.441,trans
ENSG00000161036,LRWD1,7,0.152,trans
ENSG00000161040,FBXL13,7,0.217,trans
ENSG00000161048,NAPEPLD,7,0.12,trans
ENSG00000161055,SCGB3A1,5,0.584,trans
ENSG00000161057,PSMC2,7,0.097,trans
ENSG00000161082,CELF5,19,0.193,trans
ENSG00000161091,MFSD12,19,0.147,trans
ENSG00000161103,POM121L15P,22,0.576,trans
ENSG00000161179,YDJC,22,0.094,trans
ENSG00000161180,CCDC116,22,0.276,trans
ENSG00000161202,DVL3,3,0.104,trans
ENSG00000161203,AP2M1,3,0.089,trans
ENSG00000161204,ABCF3,3,0.159,trans
ENSG00000161217,PCYT1A,3,0.224,trans
ENSG00000161243,FBXO27,19,0.12,trans
ENSG00000161249,DMKN,19,0.322,trans
ENSG00000161265,U2AF1L4,19,0.305,trans
ENSG00000161267,BDH1,3,0.091,trans
ENSG00000161277,THAP8,19,0.135,trans
ENSG00000161298,ZNF382,19,0.471,trans
ENSG00000161328,LRRC56,11,5.095,trans
ENSG00000161381,PLXDC1,17,0.158,trans
ENSG00000161395,PGAP3,17,0.152,trans
ENSG00000161405,IKZF3,17,2.02,trans
ENSG00000161509,GRIN2C,17,0.308,trans
ENSG00000161513,FDXR,17,0.122,trans
ENSG00000161526,SAP30BP,17,0.146,trans
ENSG00000161533,ACOX1,17,0.186,trans
ENSG00000161542,PRPSAP1,17,0.186,trans
ENSG00000161544,CYGB,17,0.405,trans
ENSG00000161547,SRSF2,17,0.106,trans
ENSG00000161551,ZNF577,19,0.383,trans
ENSG00000161558,TMEM143,19,0.18,trans
ENSG00000161609,KASH5,19,0.519,trans
ENSG00000161618,ALDH16A1,19,0.168,trans
ENSG00000161638,ITGA5,12,0.127,trans
ENSG00000161640,SIGLEC11,19,0.353,trans
ENSG00000161642,ZNF385A,12,0.102,trans
ENSG00000161647,MPP3,17,0.267,trans
ENSG00000161652,IZUMO2,19,0.48,trans
ENSG00000161653,NAGS,17,0.184,trans
ENSG00000161654,LSM12,17,0.091,trans
ENSG00000161664,ASB16,17,0.197,trans
ENSG00000161671,EMC10,19,0.128,trans
ENSG00000161677,JOSD2,19,0.127,trans
ENSG00000161682,FAM171A2,17,0.119,trans
ENSG00000161692,DBF4B,17,0.197,trans
ENSG00000161714,PLCD3,17,1.253,trans
ENSG00000161791,FMNL3,12,0.343,trans
ENSG00000161798,AQP5,12,0.293,trans
ENSG00000161800,RACGAP1,12,0.179,trans
ENSG00000161813,LARP4,12,0.156,trans
ENSG00000161835,TAMALIN,12,0.26,trans
ENSG00000161847,RAVER1,19,0.175,trans
ENSG00000161860,SYCE2,19,0.273,trans
ENSG00000161888,SPC24,19,0.229,trans
ENSG00000161904,LEMD2,6,0.121,trans
ENSG00000161905,ALOX15,17,0.207,trans
ENSG00000161914,ZNF653,19,0.14,trans
ENSG00000161920,MED11,17,0.104,trans
ENSG00000161921,CXCL16,17,0.142,trans
ENSG00000161929,SCIMP,17,0.243,trans
ENSG00000161939,RNASEK-C17orf49,17,1.848,trans
ENSG00000161940,BCL6B,17,0.346,trans
ENSG00000161955,TNFSF13,17,0.115,trans
ENSG00000161956,SENP3,17,0.2,trans
ENSG00000161958,FGF11,17,0.156,trans
ENSG00000161960,EIF4A1,17,0.107,trans
ENSG00000161970,RPL26,17,1.295,trans
ENSG00000161980,POLR3K,16,0.156,trans
ENSG00000161981,SNRNP25,16,0.153,trans
ENSG00000161996,WDR90,16,0.377,trans
ENSG00000161999,JMJD8,16,0.11,trans
ENSG00000162004,CCDC78,16,0.404,trans
ENSG00000162032,SPSB3,16,0.115,trans
ENSG00000162062,TEDC2,16,0.137,trans
ENSG00000162063,CCNF,16,0.241,trans
ENSG00000162065,TBC1D24,16,0.168,trans
ENSG00000162066,AMDHD2,16,0.245,trans
ENSG00000162068,NTN3,16,0.425,trans
ENSG00000162069,BICDL2,16,0.168,trans
ENSG00000162073,PAQR4,16,0.133,trans
ENSG00000162076,FLYWCH2,16,0.124,trans
ENSG00000162078,ZG16B,16,0.217,trans
ENSG00000162086,ZNF75A,16,0.258,trans
ENSG00000162104,ADCY9,16,0.261,trans
ENSG00000162105,SHANK2,11,0.217,trans
ENSG00000162129,CLPB,11,0.435,trans
ENSG00000162139,NEU3,11,0.789,trans
ENSG00000162144,CYB561A3,11,0.134,trans
ENSG00000162148,PPP1R32,11,0.183,trans
ENSG00000162174,ASRGL1,11,0.15,trans
ENSG00000162191,UBXN1,11,0.106,trans
ENSG00000162194,LBHD1,11,0.252,trans
ENSG00000162222,TTC9C,11,0.167,trans
ENSG00000162227,TAF6L,11,0.094,trans
ENSG00000162231,NXF1,11,0.159,trans
ENSG00000162236,STX5,11,0.107,trans
ENSG00000162241,SLC25A45,11,0.328,trans
ENSG00000162244,RPL29,3,0.097,trans
ENSG00000162267,ITIH3,3,0.532,trans
ENSG00000162298,SYVN1,11,0.09,trans
ENSG00000162300,ZFPL1,11,0.083,trans
ENSG00000162302,RPS6KA4,11,0.101,trans
ENSG00000162337,LRP5,11,0.205,trans
ENSG00000162341,TPCN2,11,0.497,trans
ENSG00000162365,CYP4A22,1,0.547,trans
ENSG00000162366,PDZK1IP1,1,0.108,trans
ENSG00000162367,TAL1,1,0.251,trans
ENSG00000162368,CMPK1,1,0.093,trans
ENSG00000162373,BEND5,1,0.294,trans
ENSG00000162374,ELAVL4,1,0.38,trans
ENSG00000162377,COA7,1,0.556,trans
ENSG00000162378,ZYG11B,1,0.144,trans
ENSG00000162384,CZIB,1,0.099,trans
ENSG00000162385,MAGOH,1,0.147,trans
ENSG00000162390,ACOT11,1,0.127,trans
ENSG00000162391,FAM151A,1,0.297,trans
ENSG00000162396,PARS2,1,0.168,trans
ENSG00000162398,LEXM,1,0.46,trans
ENSG00000162399,BSND,1,0.364,trans
ENSG00000162402,USP24,1,0.374,trans
ENSG00000162407,PLPP3,1,0.138,trans
ENSG00000162408,NOL9,1,0.249,trans
ENSG00000162409,PRKAA2,1,0.341,trans
ENSG00000162413,KLHL21,1,0.133,trans
ENSG00000162415,ZSWIM5,1,0.284,trans
ENSG00000162419,GMEB1,1,0.185,trans
ENSG00000162430,SELENON,1,0.215,trans
ENSG00000162433,AK4,1,0.156,trans
ENSG00000162434,JAK1,1,0.14,trans
ENSG00000162437,RAVER2,1,0.164,trans
ENSG00000162438,CTRC,1,0.289,trans
ENSG00000162441,LZIC,1,0.43,trans
ENSG00000162444,RBP7,1,0.131,trans
ENSG00000162458,FBLIM1,1,0.229,trans
ENSG00000162461,SLC25A34,1,0.332,trans
ENSG00000162482,AKR7A3,1,0.184,trans
ENSG00000162490,DRAXIN,1,0.206,trans
ENSG00000162493,PDPN,1,0.444,trans
ENSG00000162496,DHRS3,1,1.83,trans
ENSG00000162510,MATN1,1,0.266,trans
ENSG00000162511,LAPTM5,1,0.161,trans
ENSG00000162512,SDC3,1,0.152,trans
ENSG00000162517,PEF1,1,0.091,trans
ENSG00000162520,SYNC,1,0.442,trans
ENSG00000162521,RBBP4,1,0.167,trans
ENSG00000162522,KIAA1522,1,0.163,trans
ENSG00000162526,TSSK3,1,0.297,trans
ENSG00000162542,TMCO4,1,0.133,trans
ENSG00000162543,UBXN10,1,0.303,trans
ENSG00000162545,CAMK2N1,1,0.156,trans
ENSG00000162551,ALPL,1,0.566,trans
ENSG00000162552,WNT4,1,0.177,trans
ENSG00000162571,TTLL10,1,0.289,trans
ENSG00000162572,SCNN1D,1,0.296,trans
ENSG00000162576,MXRA8,1,0.165,trans
ENSG00000162585,FAAP20,1,0.173,trans
ENSG00000162591,MEGF6,1,0.585,trans
ENSG00000162592,CCDC27,1,0.621,trans
ENSG00000162595,DIRAS3,1,1.188,trans
ENSG00000162599,NFIA,1,0.114,trans
ENSG00000162600,OMA1,1,0.107,trans
ENSG00000162601,MYSM1,1,0.203,trans
ENSG00000162604,TM2D1,1,0.146,trans
ENSG00000162607,USP1,1,0.16,trans
ENSG00000162613,FUBP1,1,0.228,trans
ENSG00000162614,NEXN,1,0.622,trans
ENSG00000162616,DNAJB4,1,0.091,trans
ENSG00000162620,LRRIQ3,1,0.177,trans
ENSG00000162623,TYW3,1,0.154,trans
ENSG00000162627,SNX7,1,0.186,trans
ENSG00000162630,B3GALT2,1,0.957,trans
ENSG00000162631,NTNG1,1,0.855,trans
ENSG00000162636,FAM102B,1,0.156,trans
ENSG00000162639,HENMT1,1,0.094,trans
ENSG00000162641,AKNAD1,1,0.218,trans
ENSG00000162642,C1orf52,1,0.146,trans
ENSG00000162643,DNAI3,1,0.347,trans
ENSG00000162645,GBP2,1,0.135,trans
ENSG00000162650,ATXN7L2,1,0.209,trans
ENSG00000162654,GBP4,1,0.163,trans
ENSG00000162664,ZNF326,1,0.201,trans
