DOB,Transplant Date,,Transplant site,Age at transplant,Strain,Tumor ID,Patient ID,SA ID,Passage,Source type,Treatment naive/pre,Date of Dx,Age at Dx,Metastasis,Mets at Dx,Date of mets Dx,Mets site,SQL Barcode,Cage,Comments for surgery,Wound dehiscence,,,DLP ID,10X ID,Intrathoracic Mass,Histology,Cell suspension vol (ul),Last tumor palpation,,Next tumor palpation,,Primary tumor removal,12 wks from PTR,16 wks from PTR,Euthanize,PTR-Mets,Time to mets detection,PET/CT,Second surgery,8wks after PTR,Metastasis,metastatic site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2018,7/24/18,R,MFP,11wks,NSG,"X0847-2111241 (need to be confirmed, BOX4)",VBA0847,SA919(X1476),7,Primary tumor,,,,,,,,2866,HL180724,,,,"PTR on sep17/18, highly vascularized, minimal bleeding
Euth Jan27/19, Distant organ grossly clean without metastasis, Brain, Lung, Liver: FFPEx1, FFx2, VFx2",,,,"Negative for metastasis in brain, lung and liver",,,,,,9/17/18,12/10/18,1/7/19,1/27/19,,,,,,,,9/4/18,18.6,9/6/18,48.4,9/10/18,59.8,9/13/18,515.4,9/17/18,1025.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2018,7/24/18,L,MFP,11wks,NSG,X0847-2111242,VBA0847,SA919,7,Primary tumor,,,,,,,,2867,HL180724,,,,"PTR on oct2/18,  Large tumor, highly vascularized. Minimal bleeding, serial passage
Euth on?",,,,,,,,,,10/2/18,12/25/18,1/22/19,,,,5/17/19,,,,,9/4/18,42.3,9/6/18,42.3,9/10/18,42.3,9/13/18,106.4,9/17/18,170.3,9/20/18,301.3,24/09/2018,385.3,27/09/2018,513.7,10/1/18,1343.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2018,7/24/18,B,MFP,11wks,NSG,X0847-2111243,VBA0847,SA919,7,Primary tumor,,,,,,,,2868,HL180724,,,,"PTR on sep7/18. Large tumor, highly vascularized. Minor bleeding. 
Euth Jan27/19, Distant organ grossly clean without metastasis, Brain:FFPEx1, Liver:FFPEx1, FFx2, VFx2, Lung:FFPEx1, VFx2",,,,"Negative for metastasis in brain, lung and liver",,,,,,9/7/18,11/30/18,12/28/18,1/27/19,,,12/11/18,,,,,9/4/18,89.5,9/6/18,914.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2018,7/24/18,N,MFP,11wks,NSG,X0847-2111244,VBA0847,SA919,7,Primary tumor,,,,,,,,2869,HL180724,,,"PTR on sep18/18, highly vascularized, minimal bleeding","sick report; May1/19, firm, distended abdomen, hunched
Euth May2/19, large tumor on left ovary (Ovarian tumor?), no other gross mets
Lung:FFPEx1, OvaT:FFPEx1, Fx2, VFx4",,,,"large tumor (ovarian?), multiple lung mets",,,,,,9/18/18,12/11/18,1/8/19,5/2/19,,,,,,,,9/4/18,76.7,9/6/18,98.6,9/10/18,260.3,9/13/18,275,9/17/18,611.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,9/11/18,R,MFP,13wks,NSG,X3629-15,PBC03629,SA1146,2,,,,,,,,,2925,HL180911,,,"PTR on Nov26/18, semi-solid mass, minor bleeding",,,,,,,,,,,11/26/18,2/18/19,3/18/19,at 1yr old,,,,,,,,11/13/18,276.3,11/15/18,408.6,11/19/18,603.2,11/22/18,1021.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,9/11/18,L,MFP,13wks,NSG,X3629-16,PBC03629,SA1146,2,,,,,,,,,2926,HL180911,,,"PTR on Nov18/18, Hard, vascularized mass, 20x20x16, minor bleeding. Passaged to 4 mice.","Euth on Mar7/19, Tumor recur at Lt MFP, no gross mets in other organs
FFPE for brain, lung, liver, tumor recur
Tumor recur: FFPEx1, FFx1, VFx2",,,,"Negative for metastasis in brain, lung and liver, Tumor cells in recured mass",,,,,,11/18/18,2/10/19,3/10/19,3/7/19,,,2/20/19,,,,,10/25/18,188.2,10/29/18,355.9,11/1/18,422.8,11/5/18,604.3,11/8/18,693.7,11/13/18,912.3,15/11/2018,1064.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,9/11/18,B,MFP,13wks,NSG,X3629-17,PBC03629,SA1146,2,,,,,,,,,2927,HL180911,,,"PTR on Dec19/18, Hard, vascularized mass,16x16x8, difficult to remove, took more than 20 min, some bleeding",,,,,,,,,,,12/19/18,3/13/19,4/10/19,at 1yr old,,,,,,,,11/26/18,124.9,11/29/18,172.1,12/3/18,255.3,12/6/18,267.3,12/10/18,445.3,12/13/18,661.1,12/17/18,856.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,9/11/18,N,MFP,13wks,NSG,X3629-18,PBC03629,SA1146,2,,,,,,,,,2928,HL180911,,,"PTR on Nov27/18, Mass attached to abdominal wall and left thigh. Peritoneum opened during removal, not repaired. Minor bleeding.","Euth on Mar7/19, huge tumor recur (20x14x14), no gross mets in other organs
FFPE for brain, lung, liver, tumor recur
Tumor recur: FFPEx1, FFx2, TPx2, VFx3",,,,"Negative for metastasis in brain, lung and liver, Tumor cells in recured mass",,,,,,11/27/18,2/19/19,3/19/19,3/7/19,,,,,,,,11/13/18,377.8,11/15/18,424.2,11/19/18,635.5,11/22/18,994.1,11/26/18,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2018,9/17/18,R,MFP,12wks,NSG,X1971-41,CID0003463,,2,,,,,,,,,2937,HL180917,,,"PTR on Oct 29/18, Hard mass, 12x12x12, easily removed, minimal bleeding",Euthanized by staff over weekend (Jan5/19).,,,,,,,,,,10/29/18,1/21/19,2/18/19,1/5/19,,,,,,,,10/25/18,578.2,10/29/18,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2018,9/17/18,L,MFP,12wks,NSG,X1971-42,CID0003463,,2,,,,,,,,,2938,HL180917,,,"PTR on Oct 30/18, Hard mass, 12x9x8, easily removed, minimal bleeding","Sick report on Jan20/19, orbital tightening, is hunched, ruffled, reluctant to move and isolating from cage mates, score 5, euthanized by staff
Brain(+part of spinal cord): FFx2, VFx4",,,,,,,,,,10/30/18,1/22/19,2/19/19,1/20/19,,,,,,,,10/25/18,273.3,10/29/18,629.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2018,9/17/18,B,MFP,12wks,NSG,X1971-43,CID0003463,,2,,,,,,,,,2939,HL180917,,,"PTR on Dec3/18, Hard mass with another small mass(6x6x6) attached, easily removed, minimal bleeding","Euthanized by staff due to sickness (Feb7/19): Brain collected, mass like lesion at the base of skull, collected.
Brain:FFx2, VFx4, Brain tumor: FFPEx1, VFx3",,,,Tumor cells in brain tumor mass,,,,,,12/3/18,2/25/19,3/25/19,2/7/19,,,,,,,,11/29/18,1017.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2018,9/17/18,N,MFP,12wks,NSG,X1971-44,CID0003463,,2,,,,,,,,,2940,HL180917,,,"PTR on Nov5/18, Huge mass, easily removed, minimal bleeding, passaged to 4 mice","Head tilt, abnormal gait, euthanized on Mar8/19
Tumor mass in basement of skull: VFx2",,,,,,,,,,11/5/18,1/28/19,2/25/19,3/8/19,,,,,,,,10/25/18,218.8,10/29/18,533,11/1/18,941.8,11/5/18,1094.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2018,9/24/18,R,MFP,14wks,NSG,X0847-2112253M1,VBA0847,SA919,8,Primary tumor,,,,,,,,2957,HL180924,"Bone(lumbar) metastasic lesion from previous passage, transplanted into MFP",,"PTR on Nov 19/18, Hard mass, 18x10x10, easily removed, minor bleeding","Found dead by staff on Feb 3/19, Brain, liver, lung collected (grossly clean without mets) on Feb 4/19, FFPEx1, FFx2, no VF",,,,suspicious tumor cells in lung,,,,,,11/19/18,2/11/19,3/11/19,2/3/19,11 weeks,19 weeks,,,,,,11/8/18,298.4,11/13/18,490.2,11/15/18,834.9,19/11/2018,906.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2018,9/24/18,L,MFP,14wks,NSG,X0847-2112253M2,VBA0847,SA919,8,Primary tumor,,,,,,,,2958,HL180924,"Bone(lumbar) metastasic lesion from previous passage, transplanted into MFP",,"PTR on Dec10/18, Hard mass, easily removed, minimal bleeding.","Multiple neck mass (2mm), small left axillary mass, small mass at left kidney fat area, no gross lesion on lung, liver, brain
Neck mass:FFPEx1, FFx1, VFx2
Left axillary mass: FFPEx1, VFx1
Left kidney mass: FFPEx1, Left kidney: FFPEx1
Lung:FFPEx1, FFx1, VFx2, Bain, Liver: FFPEx1",,,,"Tumour cells in lung (extensive), neck mass, kidney mass, left kidney infiltrating tumour cells, suspicious tumour cells in brain
No metastatic cell in liver",,,,,,12/10/18,3/4/19,4/1/19,2/22/19,10 weeks,21 weeks,2/20/19,,,,,11/13/18,155.7,11/15/18,166.4,11/19/18,214,11/22/18,382.7,11/26/18,477.8,11/29/18,670.8,03/12/2018,523.1,12/6/18,849.4,12/10/18,990.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2018,9/24/18,B,MFP,14wks,NSG,X0847-2112253M3,VBA0847,SA919,8,Primary tumor,,,,,,,,2959,HL180924,"Bone(lumbar) metastasic lesion from previous passage, transplanted into MFP",,"PTR on Nov30/18, Hard mass, 16x12x10, easily removed, minimal bleeding.","Small neck mass, Huge right flank mass (10x8x8, SQ), left axillary masses (6x4x4, 4x2x2), two large intra-abdominal masses (12x8x6, 8x6x4), small mass in each kidney, no gross lesion on lung, liver, brain
Neck mass: FFPEx1, FFx1, VFx2
Left axillary mass: FFPEx1, FFx1, VFx2
Right flank mass: FFPEx1, FFx1, VFx3
Intra-abdominal mass: FFPEx1, FFx1, VFx3
Both kidney, brain, liver:FFPEx1
Lung:FFPEx1, FFx1, VFx2","Primary tumor = SA919X8XB05883 (Box9, A6)
Cervical mass = SA919X8XB09143 (Box15,G8)
Axillary mets = SA919X8XB09146 (Box15, H2)
Rt.Flank mass = SA919X8XB09153 (Box15, H9)
Abdominal mets = SA919X8XB09157 (Box15, I4)
Lung needs mouse depletion",,,"Tumour cells in lung (extensive), CNS (separate mass), neck mass, axillary mass, flank mass, abd mass, kidney mass.
No metastatic cell in liver",,,,,,11/30/18,2/22/19,3/22/19,2/22/19,12 weeks,21 weeks,2/20/19,,,,,11/8/18,108.6,11/13/18,116.1,11/15/18,264.8,19/11/2018,530.4,11/22/18,763.2,11/26/18,880.3,11/29/18,1426.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2018,9/24/18,N,MFP,14wks,NSG,X0847-2112253M4,VBA0847,SA919,8,Primary tumor,,,,,,,,2960,HL180924,"Bone(lumbar) metastasic lesion from previous passage, transplanted into MFP",,"PTR on Nov26/18, Hard mass, minor bleeding","Wt loss report from Jan 31/19 (18.8g), original wt 26g before MFP, Euthanized on Feb6/19
Cervical mass (6x6x6), other organs grossly clean without mets
FFPEx1: brain, liver, lung, cervical mass/ VFx2: lung, cervical mass",,,,"Tumor cell present in neck mass, suspicious tumor cells in brain and lung",,,,,,11/26/18,2/18/19,3/18/19,2/6/19,10 weeks,19 weeks,,,,,,11/8/18,268.2,11/13/18,475.3,11/15/18,702.5,19/11/2018,823.3,11/22/18,1093.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,9/26/18,R,MFP(sgRNA),9wks,NRG,X1991-31,CID0003466,,2,,,,,,,,,2979,PE180926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,9/26/18,L,MFP(sgRNA),9wks,NRG,X1991-32,CID0003466,,2,,,,,,,,,2980,PE180926,,,"Tumor removed on Dec11/18, small sized tumor without attachment to surrounding tissue. minimal bleeding","Euth on May9/19, tumor recur, no other gross mets in organs
Tumor recur:FFPEx1, FFx1, VFx3, Brain, Lung: FFPEx1",,,,,,,,,,12/11/18,3/5/19,4/2/19,5/9/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,9/26/18,B,MFP(sgRNA),9wks,NRG,X1991-33,CID0003466,,2,,,,,,,,,2981,PE180926,,,"Tumor removed on Nov14/18, small sized tumor without attachment to surrounding tissue. minimal bleeding",,,,,,,,,,,11/14/18,2/6/19,3/6/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,9/26/18,N,MFP(sgRNA),9wks,NRG,X1991-34,CID0003466,,2,,,,,,,,,2982,PE180926,,,,"Euth on Jul22/19, dilated bowels with thin walls, no other specific findings. Lung:FFPEx1",,,,,,,,,,,,,7/22/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,10/2/18,R,MFP,10wks,NRG,X0847-21112421 (need to be confirmed),VBA0847,,8,Primary tumor,,,,,,,,2998,HL181002,,,"PTR on Dec19/18, Bluish, highly vascularized tumor, minor bleeding.","Euth on Oct2/19, no gross mets, no organ collection",,,,,,,,,,12/19/18,3/13/19,4/10/19,10/2/19,,,,,,,,12/6/18,212.9,12/10/18,325.9,12/13/18,622.2,12/17/18,979.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,10/2/18,L,MFP,10wks,NRG,X0847-21112422 (X1476?),VBA0847,,8,Primary tumor,,,,,,,,2999,HL181002,,,"PTR on Dec5/18, Bluish, highly vascularized tumor, minor bleeding.","Euth on Oct2/19, no gross mets, no organ collection",,,,,,,,,,12/5/18,2/27/19,3/27/19,10/2/19,,,5/17/19,,,,,11/29/18,666.8,12/3/18,1230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,10/2/18,B,MFP,10wks,NRG,X0847-21112423,VBA0847,,8,Primary tumor,,,,,,,,3000,HL181002,,,"PTR on Nov30/18, Bluish, highly vascularized tumor, minor bleeding.","sick report May1/19, icteric, jaundice, euth on May2/19
Large abdominal mass of left side, attached to left kidney, multiple huge liver mets, no other gross finding
Lung:FFPEx1, AbdT:FFPEx1, FFx2, VFx4, Liver mets:FFPEx1, FFx2, VFx4",,,,"Abd tumor attached to kidney, multiple lung mets, huge liver mets",,,,,,11/30/18,2/22/19,3/22/19,5/2/19,,,,,,,,11/29/18,1397.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,10/2/18,N,MFP,10wks,NRG,X0847-21112424,VBA0847,,8,Primary tumor,,,,,,,,3001,HL181002,,,"PTR on Dec10/18, Bluish, highly vascularized tumor, minor bleeding.","Euth on Oct2/19, huge intra-abdominal mass right beneath liver and also large liver mass.
Not clear identification of PDX, no specimen collected.",,,,,,,,,,12/10/18,3/4/19,4/1/19,10/2/19,,,,,,,,11/29/18,254.9,12/3/18,386.6,12/6/18,586.1,12/10/18,1003.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2018,10/12/18,R,MFP,9wks,NRG,X0028-161,CBX028,SA609,3,Primary tumor,,,,,,,,3031,HL181012,,,"PTR on Dec5/18, soft tumor, easily removed, minimal bleeding","Euth on Jul25/19, no gross mets
Lung:FFPEx1",,,,,,,,,,12/5/18,2/27/19,3/27/19,7/25/19,,,5/17/19,,,,,11/29/18,492.3,12/3/18,999.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2018,10/12/18,L,MFP,9wks,NRG,X0028-162,CBX028,SA609,3,Primary tumor,,,,,,,,3032,HL181012,,,"PTR on Dec4/18, soft tumor, easily removed, minimal bleeding","Euth on Sep30/19, no gross mets
Lung:FFPEx1",,,,,,,,,,12/4/18,2/26/19,3/26/19,9/30/19,,,9/20/19,,,,,11/29/18,891.0,12/3/18,1573.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2018,10/12/18,B,MFP,9wks,NRG,X0028-163,CBX028,SA609,3,Primary tumor,,,,,,,,3033,HL181012,,,"PTR on Dec4/18, soft tumor, easily removed, minimal bleeding","Euth on May1/19 d/t huge scabbed mass on Rt. Flank. Flank mass seemed like vascular structure. Liver had metastatic mass. 
Lung:FFPEx1, Liver:FFPEx1, FFx1, VFx4, Flank mass(TuRec):FFPEx1",,,,"negative for lung, liver(mass lost during fixation?), flank mass seems muscular mass? - no tumor cells in histology",,,,,,12/4/18,2/26/19,3/26/19,5/1/19,21 weeks,28 weeks,,,,,,11/29/18,747.9,12/3/18,1122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/08/2018,10/12/18,N,MFP,9wks,NRG,X0028-164,CBX028,SA609,3,Primary tumor,,,,,,,,3034,HL181012,,,"PTR on Dec3/18, soft tumor, easily removed, minimal bleeding","Found dead on Aug31/19, No gross mets on necropsy",,,,,,,,,,12/3/18,2/25/19,3/25/19,8/31/19,,,5/17/19,,,,,11/29/18,1081.9,12/3/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2018,10/29/18,R,MFP,10wks,NRG,X0847-215,VBA0847,SA919,3,Primary tumor,,,,,,,,3085,HL181029,,,"PTR on Jan24/19, Hard mass, easily removed, minor bleeding","Sick report on May28, euthanized in May30/19. No gross mets in organs. No neck or spine mass.
Lung:FFPEx1","Primary (SA919X3XB08961, Box13, E4)",,,negative for lung,,,,,,1/24/19,4/18/19,5/16/19,5/30/19,18 weeks,30 weeks,5/2/2019 (negative),,,,,1/14/19,500.8,1/17/19,615.3,1/21/19,528.2,1/24/19,584.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2018,10/29/18,L,MFP,10wks,NRG,X0847-216,VBA0847,SA919,3,Primary tumor,,,,,,,,3086,HL181029,,,"PTR on Jan20/19, Hard mass, easily removed, minor bleeding","Sick report Apr30, general illness, hunched, intermittent change of breathing/ Euth May1/19, No specific findings (No mass like lesion on cervical or lumbar area), Lung:FFPEx1","Primary (SA919X3XB08939, Box13, B9): submitted on Sep18/19",,,negative for lung,,,,,,1/20/19,4/14/19,5/12/19,5/1/19,15 weeks,26 weeks,,,,,,1/14/19,725.0,1/17/19,916.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2018,10/29/18,B,MFP,10wks,NRG,X0847-217,VBA0847,SA919,3,Primary tumor,,,,,,,,3087,HL181029,,,"PTR on Jan24/19, Hard mass, easily removed, minor bleeding","Sick report from May 1/19 Wt. loss.Euth by staff on May 20/19.
Gross mets like lesion in lungs: FFPEx1, No other abnormalities.","Primary (SA919X3XB08971, Box13, F5)",,,negative for lung,,,,,,1/24/19,4/18/19,5/16/19,5/21/19,16 weeks,29 weeks,5/2/2019 (negative),,,,,1/14/19,451.0,1/17/19,458,1/21/19,551.9,1/24/19,736.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2018,10/29/18,N,MFP,10wks,NRG,X0847-218,VBA0847,SA919,3,Primary tumor,,,,,,,,3088,HL181029,,,"Sick report on Dec2, hunched, thin, abnormal breathing, euthanized on Dec5/18: Huge mass in thoracic cavity with some white focal masses, no abnormalities in other organs. FFPE:thymomax1,lungx1,liverx1",,,,yes,"Thymic mass, invading lung, negative for liver",,,,,,,,,12/5/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,11/5/18,R,MFP,11wks,NSG,X1971-441,CID0003463,,3,,,,,,,,,3123,HL181105,,,"PTR on Dec21/18, Hard mass, easily removed, minimal bleeding.","Euth Apr7/19, sick report, euth by staff, brain tumor collected;VFx2",,,,,,,,,,12/21/18,3/15/19,4/12/19,4/7/19,,,,,,,,12/20/18,672.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,11/5/18,L,MFP,11wks,NSG,X1971-442,CID0003463,,3,,,,,,,,,3124,HL181105,,,"PTR on Dec21/18, Hard mass, easily removed, minimal bleeding.","Euth Apr28/19, sick report, weight loss, ruffled, brain tumor collected: FFPEx1, VFx1",,,,,,,,,,12/21/18,3/15/19,4/12/19,4/28/19,,,,,,,,12/20/18,1042.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,11/5/18,B,MFP,11wks,NSG,X1971-443,CID0003463,,3,,,,,,,,,3125,HL181105,,,"PTR on Jan14/19, Hard mass, easily removed, minimal bleeding.","Apr7/19, found dead",,,,,,,,,,1/14/19,4/8/19,5/6/19,4/7/19,,,,,,,,1/2/19,311.2,1/7/19,370.6,1/10/19,1155.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2018,11/5/18,N,MFP,11wks,NSG,X1971-444,CID0003463,,3,,,,,,,,,3126,HL181105,,,"PTR on Dec21/18, Hard mass, easily removed, minimal bleeding.","Euth on May24/19, hunched, pale. No organ collected.",,,,,,,,,,12/21/18,3/15/19,4/12/19,5/24/19,,,,,,,,12/20/18,865.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,R,MFP,10wks,NSG,X0011-2361M1,CBX011,SA535,5,Axillary mass from passage4,,,,,,,,3141,HL181114(1),,,"PTR on Feb13/19, small mass, easily removed, minimal bleeding","Euth on Jul4/19, tumor recur, no axillary mets or other organs.
Lung:FFPEx1, VFx2 (gentle macs dissociation only), TuRec: FFPEx1, FFx2, VFx4",,,,Lung metastasis,,,,,,2/13/19,5/8/19,6/5/19,7/4/19,20 weeks,33 weeks,,,,,,1/29/19,137.4,1/31/19,146.5,2/5/19,249.4,2/7/19,275,2/11/19,691.8,,,,,,,6/13/19,365.4,6/17/19,433.8,6/20/19,601.3,6/24/19,618.7,6/27/19,652.4,7/1/19,756,7/4/19,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,L,MFP,10wks,NSG,X0011-2361M2,CBX011,SA535,5,Axillary mass from passage4,,,,,,,,3142,HL181114(1),,,"PTR on Feb13/19, small mass, easily removed, minimal bleeding","Euth on Jul11/19, tumor recur (14x10x10, hard, invasion into surrounding), No axillary mets or other organ
Lung:FFPEx1, VFx2(gentle macs diss only), TuRec:FFPEx1, FFx2, VFx2",,,,Lung metastasis,,,,,,2/13/19,5/8/19,6/5/19,7/11/19,21 weeks,34 weeks,,,,,,1/24/19,192.4,1/28/19,182.4,1/31/19,182.4,05/02/2019,265.7,2/7/19,268.9,2/11/19,613.4,,,,,6/13/19,199.5,6/17/19,306.2,6/20/19,440.1,6/24/19,462.1,6/27/19,496.2,7/1/19,674.9,7/4/19,674.9,7/8/19,674.9,7/11/19,714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,B,MFP,10wks,NSG,X0011-2361M3,CBX011,SA535,5,Axillary mass from passage4,,,,,,,,3143,HL181114(1),,,"PTR on Feb5/19, Hard mass, easily removed, minor bleeding","Euth on Jul11/19, tumor recur (12x10x8, hard, invasion into surrounding), No axillary mets or other organ
Lung:FFPEx1, VFx2(gentle macs diss only), TuRec:FFPEx1, FFx2, VFx2",,,,Lung metastasis,,,,,,2/5/19,4/30/19,5/28/19,7/11/19,22 weeks,34 weeks,5/2/2019 (negative),,,,,1/10/19,132.9,1/14/19,143.2,1/17/19,281.9,21/01/2019,398.2,1/24/19,483.2,1/28/19,522.3,31/01/2019,606.7,05/02/2019,876.5,6/13/19,358.2,6/17/19,449.7,6/20/19,508.8,6/24/19,555.5,6/27/19,603.2,7/1/19,603.2,7/4/19,603.2,7/8/19,603.2,7/11/19,625.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,11/14/18,N,MFP,10wks,NSG,X0011-2361M4,CBX011,SA535,5,Axillary mass from passage4,,,,,,,,3144,HL181114(1),,,"PTR on Feb5/19, Hard mass, easily removed, minor bleeding","Euth on Jul 31/19, left axillary mets, no other gross mets or tumor recur
Lung: FFPEx1, Lung dissociation for FACS, mouse depletion for DLP
Axim: FFPEx1, FFx2, VFx2","Primary (SA535X5XB09078)
Lung: Lung dissociation Mouse depletion = SA535X5XB10860
Lung dissociation FACS sorted = SA535X5XB10861",,,,,,,,,2/5/19,4/30/19,5/28/19,7/31/19,25 weeks,37 weeks,5/2/2019 (negative),,,,,1/24/19,396.1,1/28/19,447.8,1/31/19,447.8,05/02/2019,618.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
